Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,PA,2018,"12        ",Male,18,Right-Handed,185,28,210,2,Car,11,0.364,38,"Football (American)",824,1000,503,695,289,123,28,"Same length",95,95,"Same length",July,Fall,Yes,No,Seafood,Water,History,7,8,4,"Yes - other","Text messaging",60,60,4,6,6,12,28,7,3,4,10,5,0,10,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Relative,"Arts, culture, sports"
USA,NH,2019,"12        ",Male,17,Right-Handed,191,26,185,1,Car,5,.307,30,Athletics,770,633,340,508,567,567,28,"Left foot",80,85,"Ring finger",September,Summer,No,No,Poultry,Water,"Mathematics and statistics",6,10,4,"Yes - broadband connection","In person",40,50,7,2,10,7,17,2,17,7,3,0,0,4,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Relative,Environment
USA,NJ,2016,"12        ",Female,18,Right-Handed,158,23,168,2,Car,8,.369,52,Dancing,802,535,717,765,249,620,23,"Same length",75,72,"Index finger",October,Fall,Yes,Yes,Pizza/Pasta,Water,History,6,10,4,"Yes - broadband connection","Text messaging",,,15,2,0,2,13,0,5,112,5,4,30,5,"Very little","Graduate degree","Punk rock",Telepathy,Happy,Teacher,"Wildlife, animals"
USA,DE,2011,"10        ",Male,16,Right-Handed,168,27.5,181,2,Car,37,0.308,41,Skateboarding/Rollerblading,898,941,947,,930,989,28,"Left foot",79,79,"Same length",March,Fall,No,No,"No favorite","Sports drink","Mathematics and statistics",6.575,7,3,"Yes - broadband connection","In person",3,5,5,2,14,.5,3,0,3,1,2.5,3,0,2,"A lot","Graduate degree",Techno/Electronic,Telepathy,Rich,"Business person",Health
USA,CA,2019,"11        ",,17,Right-Handed,158,20.5,158,2,Car,10,0.635,47,Athletics,1000,1000,500,1000,50,50,20.5,"Same length",7.5,7,"Index finger",August,Summer,No,No,Desserts,Coffee,Science,7,"8 or9",6,"Yes - broadband connection","Text messaging",16,10,0,0,2,0,10,7,0,7,5,0,0,7,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Other,"Wildlife, animals"
USA,CA,2016,"12        ",Male,15.9,Right-Handed,183,26.7,175,1,Car,10,.366,68,Running/Jogging,991,893,666,700,900,890,27.3,"Left foot",89,102,"Ring finger",October,Winter,No,No,Seafood,Water,Science,9.5,12,3,"Yes - broadband connection","In person",7,12,20,0,7,36,4,.5,.01,.2,1.5,1,5,2,"A lot","Graduate degree",Jazz,Telepathy,Rich,Other,Other
USA,SC,2017,"11        ",Male,17,Left-Handed,166,25,161,1,Car,8,.456,32,"Martial Arts",950,500,500,600,300,800,25,"Same length",7.1,7.6,"Ring finger",August,Fall,Yes,No,Pizza/Pasta,Water,History,6,4,4,"Yes - broadband connection","Text messaging",265,341,20,1,1,1,4,2,1,6,15,2,12,1,Some,"Graduate degree",Other,"Freeze time",Rich,"Community leader or elder","International aid"
USA,SC,2013,"11        ",Female,15,Right-Handed,160,22,162,1,Car,5,0.7,44,Gymnastics,700,700,700,500,600,600,23,"Left foot",89,87,"Index finger",June,Fall,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",30,30,7,1,5,4,7,0,9,5,8,7,5,2,Some,"Undergraduate degree",Pop,Fly,Happy,Relative,Health
USA,WA,2019,"11        ",Male,17,Right-Handed,70,35,73,1,Car,"6 min",0.422,61,Soccer,800,950,700,650,400,550,43,"Left foot",15,20,"Index finger",January,Summer,No,No,Poultry,"Soft drink (caffeinated)","Physical education",8,7,3,"Yes - dial-up connection","Cell phone",4,2,5,2,10,9,10,8,7,9,9,11,6,8,Some,"Some college","Rap/Hip hop",Fly,Rich,"Business person","Wildlife, animals"
USA,IN,2017,"12        ",Male,17,Right-Handed,166,27,173,1,Car,10,1,1,Other,0,0,0,0,0,0,27,"Same length",90,80,"Ring finger",January,Summer,Yes,No,Pizza/Pasta,Water,Music,8,9.5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,40,10,1,5,5,10,20,20,5,50,5,16,1,"Very little","Graduate degree","Rock and roll",Telepathy,Rich,Relative,"Education/Youth development"
USA,OH,2021,"12        ",Female,17,Right-Handed,152.4,25.4,1706,2,Car,20,0.341,40,Athletics,765,540,337,535,225,995,25.4,"Same length",5.334,5.08,"Index finger",October,Summer,Yes,No,Pizza/Pasta,Water,English,8,5,4,"Yes - broadband connection","In person",250,300,24,.25,1,1,15,0,10,21,15,0,8,.5,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Musician or singer",Environment
USA,SC,2015,"11        ",Male,16,Right-Handed,180,27,181,1,Car,10,0.369,34,Basketball,112,193,410,485,813,1000,26,"Right foot",90,80,"Index finger",July,Spring,Yes,No,Seafood,"Soft drink (caffeinated)",History,7,9,2,"Yes - broadband connection","Text messaging",100,100,35,7,0,2,20,0,14,21,0,20,0,0,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Musician or singer",Health
USA,PA,2012,"12        ",Female,17,Right-Handed,173,24,166,2,Car,10,.319,34,"Hockey (Field)",930,957,909,850,904,909,24,"Same length",98,98,"Same length",January,Summer,Yes,No,"Rice/Noodle dishes",Coffee,Art,8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",150,150,42,1,8,10,28,1,7,8,9,3,10,2,Some,"Undergraduate degree",Country,"Freeze time",Happy,Other,"International aid"
USA,CA,2021,"12        ",Female,17,Right-Handed,158,22,120,2,Car,2,0.349,52,Swimming,128,132,142,122,111,100,23,"Left foot",70,85,"Ring finger",February,Winter,No,No,Fruit,Water,"Mathematics and statistics",7,12,4,"Yes - broadband connection","Text messaging",5,20,1,2,26,alway,20,0,6,3,35,35,,,"A lot","Graduate degree",Classical,"Freeze time",Healthy,"Business person",Health
USA,NC,2015,"12        ",Female,16,Ambidextrous,163,23,156,1,Car,10,0.313,38,Baseball/Softball,80,70,65,90,70,75,21,"Right foot",73,75,"Ring finger",April,Spring,No,No,Poultry,Water,"Mathematics and statistics",9,12,4,"Yes - broadband connection","Text messaging",20,20,10,1,2,35,5,2,1,6,20,5,0,5,"Very little","Graduate degree",Pop,"Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,KY,2021,"12        ",Male,17,Right-Handed,179,27,178,1,Car,3,0.317,33,Walking/Hiking,750,500,250,350,800,750,27,"Same length",100,100,"Same length",March,Winter,Yes,No,"No favorite",Water,"Mathematics and statistics",5,9,3,"Yes - broadband connection","Text messaging",330,352,4,0,2,1,7,10,1,5,20,0,0,0,Some,"Graduate degree",Other,"Freeze time",Happy,Friend,Environment
USA,PA,2017,"11        ",Male,18,Right-Handed,174,25.4,54,1,Bus,5,0.373,41,Other,900,500,200,200,900,900,10,"Same length",75,82,"Ring finger",November,Spring,Yes,No,"Rice/Noodle dishes",Milk,Music,6,11,6,"Yes - broadband connection","Internet chat or instant messaging",7,8,4,0,1,1,0,6,0,1,4,1,0,0,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,Friend,Health
USA,KS,2021,"12        ",Male,17,Right-Handed,182,23,179,1,Car,6,.293,44,Baseball/Softball,513,576,275,300,400,1000,23,"Same length",7,8,"Ring finger",May,Summer,Yes,No,Other,Water,"Physical education",7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,2,8,.5,2,2,8,4,21,4,.5,.5,0,2,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Environment
USA,TX,2019,"10        ",Female,13,Right-Handed,151,21,145,2,Car,45,.472,89,None,900,900,1000,1000,500,700,19,"Right foot",38,39,"Ring finger",September,Spring,Yes,No,"Rice/Noodle dishes",Water,Science,6,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,80,0,1,5,3,0,0,49,5,50,1,3,1,"A lot","Graduate degree",Pop,"Super strength",Healthy,Relative,Health
USA,TX,2014,"12        ",Female,18,Right-Handed,1.44,20,146,2,Bus,45,0.509,43,Other,10,6,5,4,3,5,20,"Same length",6.8,7.6,"Ring finger",March,Winter,Yes,No,Pizza/Pasta,Water,History,8,8,15,"Yes - other","Text messaging",20,20,8,1,1,10,1,0,1,10,1,5,0,2,"Very little","Graduate degree",Country,"Super strength",Happy,Relative,"Arts, culture, sports"
USA,NC,2017,"12        ",Male,17,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"10        ",Male,16,Right-Handed,55,23.5,125,"1 1/2","Rail (Train/Tram/Subway)",40,0.295,44,Cycling,6,4,3,5,2,1,23.5,"Same length",10,10.5,"Same length",October,Winter,No,No,"Rice/Noodle dishes",Milk,Art,6/5,9/10,4,"Yes - broadband connection","In person",20,?,7,5,0,2,2,15,5,2,20,3,0,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Actor,Other
USA,DE,2018,"12        ",Male,17,Ambidextrous,180.3,25.4,175.2,1,Car,8,.215,45,"Martial Arts",800,850,20,900,2,950,10,"Same length",80,78,"Ring finger",April,Winter,Yes,No,"Rice/Noodle dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2016,"11        ",Male,15,Left-Handed,174,27,180,1,Bus,12,,.569,Basketball,427,501,403,623,198,123,28,"Left foot",80,80,"Same length",April,Spring,No,No,Other,Water,"Mathematics and statistics",8,11,5,"Yes - broadband connection","Text messaging",1,9,4,1,8,10,8,5,0,1,1,15,0,3,"A lot","Graduate degree",Pop,"Super strength",Happy,Relative,Health
USA,IL,2020,"12        ",Male,17,Right-Handed,178,29,180,1,Car,10,.275,42,Golf,100,750,400,600,1000,1000,29,"Same length",70,71,"Ring finger",April,Spring,Yes,No,Meat,Water,"Computers and technology",4,10,5,"Yes - broadband connection","Text messaging",45,60,10,1,6,7,10,25,50,6,100,10,0,10,"A lot","Graduate degree",Other,"Freeze time",Rich,Other,"International aid"
USA,GA,2015,"11        ",Male,16,Right-Handed,170,27,169,2,Car,3,.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2016,"12        ",Female,16,Right-Handed,152.4,17.4,148.6,1,Car,10,.42,32,Other,25,25,25,25,25,50,17.4,"Same length",45,50,"Ring finger",February,Fall,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",7,7,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,3,20,5,5,10,2,0,10,8,10,0,20,3,Some,"Graduate degree",Country,"Freeze time",Happy,Relative,Health
USA,FL,2019,"12        ",Female,17,Right-Handed,174,24,168,2,Car,"10 ",0.391,45,Other,789,890,900,650,800,900,25,"Left foot",87,77,"Index finger",July,Spring,Yes,No,"Rice/Noodle dishes",Water,"Physical education","7 1/2","5 ",4,"Yes - broadband connection","Text messaging",150,180,60,30,12,16,14,0,80,80,80,15,0,0,Some,,"Rap/Hip hop","Freeze time",Happy,"Sports person","Wildlife, animals"
USA,NC,2014,"11        ",Female,16,Left-Handed,167,23,161,1,Car,10,0.299,37,Basketball,770,663,700,800,500,500,24,"Left foot",70,70,"Same length",December,Spring,No,No,"Rice/Noodle dishes",Water,Science,6,9,4,"Yes - other","Text messaging",300,300,16,4,14,7,10,3,8,10,5,5,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,SC,2020,"11        ",Female,17,Right-Handed,157,25,157,1,Car,7,7.685,60,Other,476,1000,1000,1000,492,508,23,"Right foot",200,210,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,English,6,8,3,"Yes - other","Text messaging",55,40,4,16,8,16,0,0,2,6,8,4,15,0,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Musician or singer",Health
USA,GU,2016,"12        ",Male,17,Right-Handed,167,23,66,1,Car,15,,,Tennis,600,600,800,900,800,800,23,"Same length",95,95,"Same length",August,Fall,No,No,Meat,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","In person",10,40,4,0,13,10,10,0,1,1,20,2,0,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,TX,2015,"12        ",Male,16,Right-Handed,168,75,160,2,Car,10,0.315,40,Basketball,1000,1000,888,930,380,701,75,"Same length",70,75,"Ring finger",September,Fall,Yes,No,Poultry,Water,Science,8,10,4,"Yes - broadband connection","In person",10,30,10,0,8,5,10,4,0,1,4,5,5,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,"International aid"
USA,IN,2018,"11        ",Female,16,Right-Handed,162,23,150,1,Car,12,.966,37,Tennis,500,200,500,600,1000,1000,23,"Same length",60,58,"Index finger",August,Spring,Yes,No,Pizza/Pasta,Water,Science,9,10,3,"Yes - other","Text messaging",50,50,7,1,10,8,10,0,10,8,12,5,4,2,Some,"Graduate degree",Country,Invisibility,Happy,Friend,Health
USA,AK,2018,"12        ",Female,16,Right-Handed,161,23,167,1,Bus,20,0.421,46,Skateboarding/Rollerblading,422,610,626,941,385,786,23,"Same length",7,7,"Same length",March,Summer,No,No,Soups,"Powdered drink",Science,5,8,4,"Yes - other","Text messaging",35,30,80,2,6,35,40,2,10,100,90,5,2,25,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Other,Other
USA,NC,2019,"11        ",Male,16,Right-Handed,172,24,175,1,Car,10,.697,55,Basketball,250,500,500,500,750,1000,24,"Same length",8,9,"Ring finger",December,Summer,Yes,No,Meat,Water,Science,8,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,50,10,2,15,5,20,1,15,12,30,10,0,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,NY,2011,"12        ",Male,17,Right-Handed,185,27,179,1,Car,8,.437,46,Other,500,700,100,,100,100,26,"Right foot",120,75,"Index finger",December,Summer,Yes,Yes,Soups,Water,"Social studies",7,9.5,5,"Yes - broadband connection","In person",3,3,7,0,20,5,2,0,24,2,24,2,0,3,Some,"Graduate degree",Other,Invisibility,Happy,Relative,"Education/Youth development"
USA,IN,2010,"12        ",Female,18,Right-Handed,167,25,167,1,Car,4,.377,44,Other,800,825,750,,800,800,23,"Right foot",7.5,70,"Index finger",October,Summer,No,No,Fruit,Water,"Social studies",7,7,4,"Yes - other","Cell phone",75,75,10,1,3,10,5,0,2,2,2,5,10,2,"Very little","Graduate degree",Country,Fly,Happy,Relative,Health
USA,MS,2021,"12        ",Male,17,Right-Handed,176.7,26,175,1,Car,30,0.135,33,Soccer,793,593,948,395,843,483,26,"Same length",2.7,2.7,"Same length",August,Winter,No,No,Meat,Water,English,8,11,5,"Yes - broadband connection","In person",70,70,40,8,5,15,13,18,4,17,17,20,0,5,"Very little","Graduate degree",Pop,Invisibility,Rich,Friend,Health
USA,CA,2019,"12        ",Female,17,Right-Handed,158.3,22.3,161.5,1,Car,12,0.492,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2013,"11        ",Male,16,Right-Handed,,,,1,Car,10,.108,41,"Hockey (Ice)",487,444,48,770,802,743,,,,,,December,Winter,No,Yes,Meat,Water,"Physical education",8,10,3,"Yes - other","Text messaging",150,150,48,1,3,5,20,4,18,12,20,10,8,2,"A lot","Graduate degree",Country,Fly,Happy,Relative,Health
USA,CA,2016,"12        ",Male,17,Left-Handed,180.3,27,83.5,2,Car,10,0.351,58,Baseball/Softball,1000,"795 ",1000,647,513,711,27,"Same length",80,80.5,"Ring finger",April,Spring,Yes,No,"No favorite",Water,History,7,4,5,"Yes - broadband connection","Text messaging",,,,,,,,,,,,,,,"Very little","Graduate degree","Rock and roll",Telepathy,Rich,Relative,Health
USA,NC,2020,"12        ",Female,16,Ambidextrous,5''6,9'',Idk,1,Car,30,.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2018,"12        ",Female,17,Right-Handed,160,26,71,2,Walk,3,0.355,40,Soccer,800,400,900,500,800,1000,28,"Left foot",90,75,"Ring finger",February,Fall,No,No,Other,Water,English,7,10,7,"Yes - other","In person",100,130,50,7,40,35,15,0,10,15,9,5,0,6,"A lot",Other,Pop,Telepathy,Healthy,Relative,"International aid"
USA,CA,2020,"12        ",Female,17,Right-Handed,170,,,2,Bicycle,7,0.321,40,Running/Jogging,1000,1000,900,800,700,850,,"Same length",,,"Index finger",August,Summer,No,No,Pizza/Pasta,Tea,Art,8,10,5,"Yes - broadband connection","Text messaging",21,22,0,2,6,8,3,2,9,1,15,8,0,2,Some,"Graduate degree",Other,"Freeze time",Rich,Teacher,"International aid"
USA,MO,2019,"12        ",Male,17,Right-Handed,179,27,191,1,Walk,1,0.377,35,"Football (American)",241,166,471,444,1000,1000,261/2,"Right foot",70,80,"Ring finger",July,Summer,No,No,Seafood,Juice,"Mathematics and statistics",71/2,9,4,"Yes - other","Text messaging",120,200,30,40,20,0,144,30,30,60,50,15,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Business person","Education/Youth development"
USA,WA,2019,"11        ",,,,190.5,,,,,,.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2021,"12        ",Male,16,Right-Handed,182.9,27.94,186,1,Bus,10,0.668,63,Basketball,,,,,,,25.4,"Right foot",9.4,9.2,"Index finger",March,Fall,No,No,Meat,Water,History,7,10,3,"Yes - broadband connection","Text messaging",,,0,12,2,1,0,15,13,1,10,2,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Environment
USA,NY,2019,"10        ",Female,15,Right-Handed,168,24.5,168,1,Bus,45,0.386,65,Running/Jogging,1000,995,800,700,200,300,24.5,"Same length","8.4 ",8.2,"Index finger",December,Summer,Yes,No,"Rice/Noodle dishes",Water,Art,7,9,4,"Yes - broadband connection","Text messaging",45,63,20,13,9,10,,,,,,,,,,,,,,,
USA,SC,2019,"11        ",Female,17,Right-Handed,171,24,167,2,Car,12,.709,51,Skateboarding/Rollerblading,1000,1000,1000,1000,500,600,23,"Right foot",70,70,"Same length",February,Fall,No,No,"No favorite",Water,Languages,7,10,3,"Yes - other","Cell phone",200,200,40,15,1,2,2,1,20,25,30,15,0,5,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Relative,"International aid"
USA,SC,2018,"11        ",Female,17,Right-Handed,124.9,22.9,122.9,1,Car,"3 ",0.478,53,Other,791,900,1000,1000,0,950,22.9,"Same length",55,55,"Same length",September,Fall,Yes,No,Seafood,Water,Other,6,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,7,0,1,3,1,1,1,2,1,1,3,0,2,"A lot",Other,"Rap/Hip hop","Freeze time",Healthy,Relative,"Education/Youth development"
USA,CA,2020,"12        ",Male,17,,182.8,26.6,180,3,Boat,45,0.2,40,Soccer,1000,350,350,780,200,500,26.6,"Same length",144.7,142.2,"Index finger",May,Winter,No,No,Meat,Water,"Physical education",8,2,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",80,300,3,0,5,0,3,8,16,0,5,0,0,0,"A lot",Other,"Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,TX,2017,"12        ",Female,17,Right-Handed,162.5,23.6,152.4,2,Car,4,.636,41.8,Other,700,700,600,700,400,1000,23.6,"Same length",81.28,83.13,"Ring finger",January,Winter,No,No,Pizza/Pasta,Water,Music,7,9,5,"Yes - broadband connection","Text messaging",200,300,8,1,4,8,8,6,5,7,5,2,0,3,Some,"Graduate degree","Rock and roll",Invisibility,Happy,"Sports person",Environment
USA,CA,2014,"12        ",Female,17,Right-Handed,165.1,,,1,,8,0.345,42,Soccer,800,800,900,700,500,500,,"Right foot",,,"Ring finger",June,Summer,No,Yes,Vegetables,Water,"Physical education",7,10,4,"Yes - broadband connection","Text messaging",5,5,2,0,8,5,1,1,0,,,,,,,,,,,,
USA,GA,2019,"11        ",Female,17,Right-Handed,168,24.1,168,2,Car,25,.629,36,Walking/Hiking,1000,856,775,578,210,668,24.1,"Same length",76,75,"Same length",October,Fall,No,No,Pizza/Pasta,Coffee,"Social studies",4,7,4,"Yes - other","Cell phone",50,200,20,10,20,10,5,2,15,10,20,5,15,10,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,TN,2018,"12        ",Male,17,Right-Handed,180,27.94,75,1,Bus,30,0.737,50,None,756,739,650,800,1000,1000,27.94,"Same length",70,70,"Same length",March,Winter,Yes,No,"No favorite",Water,"Computers and technology",9,6,3,"Yes - other","In person",0,3,0,2,10,4,3,20,0,0.5,24,13,0,2,"A lot","Graduate degree",Other,"Freeze time",Happy,Other,"International aid"
